"Gen1","Gene2","Symbol1","Symbol2","Table Names","Weighted Correlation","Confidence"
"FBgn0015797","FBgn0028538","Rab6","Sec71","PPI: Flybase Curated PPI|PPI: From other databases","-","-"
"FBgn0015797","FBgn0263006","Rab6","SERCA","PPI: Flybase Curated PPI|PPI: From other databases","-","-"
"FBgn0015797","FBgn0038303","Rab6","SIDL","PPI: Flybase Curated PPI|PPI: From other databases","-","-"
"FBgn0015797","FBgn0029976","Rab6","snz","PPI: Flybase Curated PPI|PPI: From other databases","-","-"
"FBgn0015797","FBgn0029975","Rab6","spidey","PPI: Flybase Curated PPI|PPI: From other databases","-","-"
"FBgn0015797","FBgn0038129","Rab6","TBC1D5","PPI: Flybase Curated PPI|PPI: From other databases","-","-"
"FBgn0015797","FBgn0024277","Rab6","trio","PPI: Flybase Curated PPI|PPI: From other databases","-","-"
"FBgn0015797","FBgn0010803","Rab6","TrpRS","PPI: DPiM coAP complex",".4465","-"
"FBgn0015797","FBgn0260861","Rab6","Trs23","PPI: Flybase Curated PPI|PPI: From other databases","-","-"
"FBgn0015797","FBgn0266722","Rab6","Trs33","PPI: Flybase Curated PPI|PPI: From other databases","-","-"
"FBgn0015797","FBgn0003870","Rab6","ttk","PPI: Hybrigenics two-hybrid",".7616",".38"
"FBgn0015797","FBgn0040395","Rab6","Unc-76","PPI: Flybase Curated PPI|PPI: From other databases","-","-"
"FBgn0015797","FBgn0028670","Rab6","Vha100-2","PPI: Curagen two-hybrid","-.0328",".367"
"FBgn0015797","FBgn0052113","Rab6","Vps13D","PPI: Flybase Curated PPI|PPI: From other databases","-","-"
"FBgn0015797","FBgn0034708","Rab6","Vps35","PPI: Flybase Curated PPI|PPI: From other databases",".4644",".386"
"FBgn0015797","FBgn0265434","Rab6","zip","PPI: Flybase Curated PPI|PPI: Hybrigenics two-hybrid|PPI: From other databases",".9037",".336"
"FBgn0015795","FBgn0015797","Rab7","Rab6","PPI: Flybase Curated PPI|PPI: From other databases",".2129",".353"
"FBgn0010333","FBgn0028546","Rac1","ics","PPI: Flybase Curated PPI|PPI: From other databases","-","-"
"FBgn0025807","FBgn0003231","Rad9","ref(2)P","PPI: DPiM coAP complex","-.0411","-"
"FBgn0003079","FBgn0003888","Raf","betaTub60D","PPI: Perrimon coAP complex|PPI: From other databases",".0115","-"
"FBgn0003346","FBgn0027569","RanGAP","cert","PPI: Flybase Curated PPI|PPI: From other databases","-","-"
"FBgn0003346","FBgn0028546","RanGAP","ics","PPI: Curagen two-hybrid",".0048",".33"
"FBgn0283666","FBgn0019890","Rap2l","Smg5","PPI: Hybrigenics two-hybrid",".5981",".447"
"FBgn0003218","FBgn0027569","rdgB","cert","PPI: Flybase Curated PPI|PPI: From other databases","-","-"
"FBgn0003231","FBgn0261854","ref(2)P","aPKC","PPI: Flybase Curated PPI","-","-"
"FBgn0003231","FBgn0030960","ref(2)P","Atg101","PPI: Flybase Curated PPI|PPI: From other databases","-","-"
"FBgn0003231","FBgn0261108","ref(2)P","Atg13","PPI: Flybase Curated PPI|PPI: From other databases","-","-"
"FBgn0003231","FBgn0039705","ref(2)P","Atg16","PPI: Flybase Curated PPI|PPI: From other databases","-","-"
"FBgn0003231","FBgn0035850","ref(2)P","Atg18a","PPI: Flybase Curated PPI|PPI: From other databases",".4179","-"
"FBgn0003231","FBgn0052672","ref(2)P","Atg8a","PPI: Flybase Curated PPI|PPI: From other databases","-","-"
"FBgn0003231","FBgn0034110","ref(2)P","Atg9","PPI: Flybase Curated PPI|PPI: From other databases","-","-"
"FBgn0003231","FBgn0014931","ref(2)P","CG2678","PPI: Curagen two-hybrid",".2143",".403"
"FBgn0003231","FBgn0034186","ref(2)P","CG8950","PPI: Flybase Curated PPI|PPI: DPiM coAP complex|PPI: From other databases","-","-"
"FBgn0003231","FBgn0262029","ref(2)P","d","PPI: Flybase Curated PPI|PPI: From other databases","-","-"
"FBgn0003231","FBgn0026479","ref(2)P","Drp1","PPI: Curagen two-hybrid","-.041",".404"
"FBgn0003231","FBgn0033879","ref(2)P","Echs1","PPI: Flybase Curated PPI|PPI: From other databases","-","-"
"FBgn0003231","FBgn0063492","ref(2)P","GstE8","PPI: Flybase Curated PPI|PPI: From other databases","-","-"
"FBgn0003231","FBgn0013275","ref(2)P","Hsp70Aa","PPI: Flybase Curated PPI|PPI: From other databases","-","-"
"FBgn0003231","FBgn0027655","ref(2)P","htt","PPI: Flybase Curated PPI|PPI: From other databases","-","-"
"FBgn0003231","FBgn0038475","ref(2)P","Keap1","PPI: Flybase Curated PPI|PPI: From other databases","-","-"
"FBgn0003231","FBgn0041205","ref(2)P","key","PPI: From other databases",".2918","-"
"FBgn0003231","FBgn0262976","ref(2)P","lawc","PPI: Flybase Curated PPI|PPI: From other databases","-","-"
"FBgn0003231","FBgn0086384","ref(2)P","Mer","PPI: Flybase Curated PPI|PPI: From other databases","-","-"
"FBgn0003231","FBgn0263121","ref(2)P","Prosalpha1","PPI: Flybase Curated PPI|PPI: From other databases","-","-"
"FBgn0003231","FBgn0004066","ref(2)P","Prosalpha4","PPI: Flybase Curated PPI|PPI: From other databases","-","-"
"FBgn0003231","FBgn0026380","ref(2)P","Prosbeta3","PPI: Flybase Curated PPI|PPI: From other databases","-","-"
"FBgn0003231","FBgn0033272","ref(2)P","RagC-D","PPI: Flybase Curated PPI|PPI: DPiM coAP complex|PPI: From other databases","-","-"
"FBgn0003231","FBgn0003231","ref(2)P","ref(2)P","PPI: Flybase Curated PPI|PPI: From other databases","-","-"
"FBgn0003231","FBgn0028687","ref(2)P","Rpt1","PPI: Flybase Curated PPI|PPI: From other databases","-","-"
"FBgn0003231","FBgn0028685","ref(2)P","Rpt4","PPI: Flybase Curated PPI|PPI: From other databases","-","-"
"FBgn0003231","FBgn0265464","ref(2)P","Traf6","PPI: Flybase Curated PPI","-","-"
"FBgn0286051","FBgn0015797","Rexo5","Rab6","PPI: DPiM coAP complex","-.3369","-"
"FBgn0003249","FBgn0015797","Rh3","Rab6","PPI: From other databases","-.3556","-"
"FBgn0030318","FBgn0052179","rho-4","Krn","PPI: Flybase Curated PPI|PPI: From other databases",".5209","-"
"FBgn0030318","FBgn0011640","rho-4","lark","PPI: Curagen two-hybrid",".8161",".441"
"FBgn0030318","FBgn0004427","rho-4","LysD","PPI: Curagen two-hybrid","-.3588",".407"
"FBgn0030318","FBgn0002940","rho-4","ninaE","PPI: Curagen two-hybrid","-.4654",".401"
"FBgn0030318","FBgn0025741","rho-4","PlexA","PPI: Curagen two-hybrid",".8345",".473"
"FBgn0030318","FBgn0003607","rho-4","Su(var)205","PPI: Curagen two-hybrid",".8094",".437"
"FBgn0028292","FBgn0002524","ric8a","lace","PPI: DPiM coAP complex",".2916","-"
"FBgn0031359","FBgn0033584","Rim2","CG7737","PPI: DPiM coAP complex","-.3374","-"
"FBgn0031359","FBgn0029676","Rim2","HIP-R","PPI: DPiM coAP complex","-.1825","-"
"FBgn0031359","FBgn0053094","Rim2","Synd","PPI: DPiM coAP complex","-.0219","-"
"FBgn0003268","FBgn0015794","rod","Rab18","PPI: Flybase Curated PPI|PPI: From other databases","-","-"
"FBgn0003942","FBgn0002524","RpS27A","lace","PPI: Finley lab two-hybrid|PPI: Curagen two-hybrid","-.1028","-"
"FBgn0035915","FBgn0003231","S-Lap1","ref(2)P","PPI: DPiM coAP complex",".0166","-"
"FBgn0003317","FBgn0003660","sax","Syb","PPI: Flybase Curated PPI|PPI: From other databases","-","-"
"FBgn0003328","FBgn0010395","scb","Itgbn","PPI: Flybase Curated PPI|PPI: From other databases","-","-"
"FBgn0025682","FBgn0028515","scf","EndoGI","PPI: Flybase Curated PPI|PPI: From other databases","-","-"
"FBgn0015808","FBgn0003231","ScpX","ref(2)P","PPI: Curagen two-hybrid",".179",".435"
"FBgn0021765","FBgn0028515","scu","EndoGI","PPI: Flybase Curated PPI|PPI: From other databases","-","-"
"FBgn0003371","FBgn0019890","sgg","Smg5","PPI: From other databases","-","-"
"FBgn0015295","FBgn0027594","Shark","drpr","PPI: Flybase Curated PPI|PPI: From other databases","-","-"
"FBgn0003410","FBgn0003231","sina","ref(2)P","PPI: DPiM coAP complex",".1037","-"
"FBgn0032487","FBgn0004910","Ski6","Eip63F-1","PPI: Finley lab two-hybrid|PPI: Curagen two-hybrid","-.507","-"
"FBgn0264087","FBgn0000489","Slob","Pka-C3","PPI: Finley lab two-hybrid",".5684","-"
"FBgn0003430","FBgn0001297","slp1","kay","PPI: DPiM coAP complex","-.4054","-"
"FBgn0011288","FBgn0028552","Snap25","gammaSnap1","PPI: Flybase Curated PPI|PPI: From other databases","-","-"
"FBgn0011288","FBgn0011708","Snap25","Syx5","PPI: Flybase Curated PPI|PPI: From other databases","-.028",".389"
"FBgn0033266","FBgn0015797","Socs44A","Rab6","PPI: DPiM coAP complex",".4837","-"
"FBgn0033266","FBgn0003231","Socs44A","ref(2)P","PPI: DPiM coAP complex","-.0287","-"
"FBgn0005672","FBgn0002524","spi","lace","PPI: DPiM coAP complex","-.1184","-"
"FBgn0005672","FBgn0003231","spi","ref(2)P","PPI: DPiM coAP complex","-.2299","-"
"FBgn0005672","FBgn0030318","spi","rho-4","PPI: Flybase Curated PPI|PPI: From other databases",".7337","-"
"FBgn0020767","FBgn0003660","Spred","Syb","PPI: DPiM coAP complex",".3206","-"
"FBgn0011016","FBgn0015797","SsRbeta","Rab6","PPI: Flybase Curated PPI|PPI: From other databases","-","-"
"FBgn0031054","FBgn0001987","Ssu72","Gli","PPI: Hybrigenics two-hybrid","-",".377"
"FBgn0035028","FBgn0003231","Start1","ref(2)P","PPI: DPiM coAP complex",".2782","-"
"FBgn0020249","FBgn0028546","stck","ics","PPI: Finley lab two-hybrid|PPI: Curagen two-hybrid|PPI: Flybase Curated PPI|PPI: From other databases",".6846",".61"
"FBgn0024352","FBgn0028515","Stip1","EndoGI","PPI: Flybase Curated PPI|PPI: From other databases","-","-"
"FBgn0002466","FBgn0015797","sti","Rab6","PPI: Flybase Curated PPI|PPI: From other databases","-","-"
"FBgn0003660","FBgn0250791","Syb","alphaSnap","PPI: Flybase Curated PPI|PPI: From other databases",".744",".533"
"FBgn0003660","FBgn0016119","Syb","ATPsynCF6","PPI: Flybase Curated PPI|PPI: From other databases","-","-"
"FBgn0003660","FBgn0038530","Syb","AttD","PPI: DPiM coAP complex",".6934","-"
"FBgn0003660","FBgn0260857","Syb","Bet1","PPI: Flybase Curated PPI|PPI: From other databases","-","-"
"FBgn0003660","FBgn0263108","Syb","BtbVII","PPI: Hybrigenics two-hybrid","-.291",".342"
"FBgn0003660","FBgn0035236","Syb","CG12004","PPI: Flybase Curated PPI|PPI: From other databases","-","-"
"FBgn0003660","FBgn0035444","Syb","CG12012","PPI: Flybase Curated PPI|PPI: From other databases","-","-"
"FBgn0003660","FBgn0040777","Syb","CG14767","PPI: Flybase Curated PPI|PPI: From other databases","-","-"
"FBgn0003660","FBgn0034398","Syb","CG15098","PPI: Flybase Curated PPI|PPI: From other databases",".5838","-"
"FBgn0003660","FBgn0037383","Syb","CG2023","PPI: Flybase Curated PPI|PPI: From other databases","-","-"
"FBgn0003660","FBgn0033205","Syb","CG2064","PPI: Flybase Curated PPI|PPI: From other databases","-","-"
"FBgn0003660","FBgn0050349","Syb","CG30349","PPI: Hybrigenics two-hybrid","-.1448",".358"
"FBgn0003660","FBgn0025683","Syb","CG3164","PPI: Flybase Curated PPI|PPI: From other databases","-","-"
"FBgn0003660","FBgn0039427","Syb","CG5447","PPI: Flybase Curated PPI|PPI: From other databases","-","-"
"FBgn0003660","FBgn0039379","Syb","CG5886","PPI: Hybrigenics two-hybrid",".1582",".299"
"FBgn0003660","FBgn0037150","Syb","CG7133","PPI: Flybase Curated PPI|PPI: From other databases","-","-"
"FBgn0003660","FBgn0036929","Syb","CG7668","PPI: Flybase Curated PPI|PPI: From other databases","-","-"
"FBgn0003660","FBgn0016794","Syb","dos","PPI: Flybase Curated PPI|PPI: From other databases","-","-"
"FBgn0003660","FBgn0014163","Syb","fax","PPI: Flybase Curated PPI|PPI: From other databases","-","-"
"FBgn0003660","FBgn0264078","Syb","Flo2","PPI: Flybase Curated PPI|PPI: From other databases","-","-"
"FBgn0003660","FBgn0267795","Syb","Frl","PPI: Flybase Curated PPI|PPI: From other databases","-","-"
"FBgn0003660","FBgn0028552","Syb","gammaSnap1","PPI: DPiM coAP complex",".3166","-"
"FBgn0003660","FBgn0044871","Syb","Gos28","PPI: Flybase Curated PPI|PPI: From other databases","-","-"
"FBgn0003660","FBgn0259211","Syb","grh","PPI: Flybase Curated PPI|PPI: From other databases","-","-"
"FBgn0003660","FBgn0001149","Syb","GstD1","PPI: Hybrigenics two-hybrid","-.2232",".315"
"FBgn0003660","FBgn0029082","Syb","hbs","PPI: Flybase Curated PPI|PPI: From other databases","-","-"
"FBgn0003660","FBgn0061198","Syb","HSPC300","PPI: Flybase Curated PPI|PPI: From other databases","-","-"
"FBgn0003660","FBgn0264816","Syb","koko","PPI: Flybase Curated PPI|PPI: From other databases","-","-"
"FBgn0003660","FBgn0086372","Syb","lap","PPI: Hybrigenics two-hybrid",".0762",".309"
"FBgn0003660","FBgn0086442","Syb","mib2","PPI: Flybase Curated PPI|PPI: From other databases","-","-"
"FBgn0003660","FBgn0016693","Syb","Past1","PPI: DPiM coAP complex","-.3294","-"
"FBgn0003660","FBgn0004363","Syb","porin","PPI: Flybase Curated PPI|PPI: From other databases","-","-"
"FBgn0003660","FBgn0011826","Syb","Pp2B-14D","PPI: Hybrigenics two-hybrid","-.1556",".364"
"FBgn0003660","FBgn0032006","Syb","Pvr","PPI: Flybase Curated PPI|PPI: From other databases","-","-"
"FBgn0003660","FBgn0016701","Syb","Rab4","PPI: Flybase Curated PPI|PPI: From other databases","-","-"
"FBgn0003660","FBgn0015477","Syb","Rme-8","PPI: Flybase Curated PPI|PPI: From other databases","-","-"
"FBgn0003660","FBgn0260855","Syb","Sec22","PPI: Flybase Curated PPI|PPI: From other databases",".0867",".328"
"FBgn0003660","FBgn0264978","Syb","Slh","PPI: Flybase Curated PPI|PPI: From other databases",".1341",".366"
"FBgn0003660","FBgn0266720","Syb","Snap24","PPI: Flybase Curated PPI|PPI: Hybrigenics two-hybrid|PPI: From other databases","-.096",".409"
"FBgn0003660","FBgn0011288","Syb","Snap25","PPI: Flybase Curated PPI|PPI: From other databases","-.2981","-"
"FBgn0003660","FBgn0034913","Syb","Snap29","PPI: Flybase Curated PPI|PPI: Hybrigenics two-hybrid|PPI: DPiM coAP complex|PPI: From other databases",".8557",".404"
"FBgn0003660","FBgn0016975","Syb","stnB","PPI: From other databases","-.4005",".347"
"FBgn0003660","FBgn0014388","Syb","sty","PPI: Flybase Curated PPI|PPI: From other databases","-","-"
"FBgn0003660","FBgn0036341","Syb","Syx13","PPI: Flybase Curated PPI|PPI: From other databases",".5826",".359"
"FBgn0003660","FBgn0031106","Syb","Syx16","PPI: Flybase Curated PPI|PPI: From other databases","-.2578",".36"
"FBgn0003660","FBgn0013343","Syb","Syx1A","PPI: Finley lab two-hybrid|PPI: Flybase Curated PPI|PPI: Hybrigenics two-hybrid|PPI: DPiM coAP complex|PPI: From other databases","-.27",".645"
"FBgn0003660","FBgn0024980","Syb","Syx4","PPI: DPiM coAP complex","-.5193","-"
"FBgn0003660","FBgn0011708","Syb","Syx5","PPI: Flybase Curated PPI|PPI: From other databases",".1778",".483"
"FBgn0003660","FBgn0037084","Syb","Syx6","PPI: Flybase Curated PPI|PPI: From other databases","-","-"
"FBgn0003660","FBgn0267849","Syb","Syx7","PPI: Flybase Curated PPI|PPI: From other databases",".6119",".428"
"FBgn0003660","FBgn0025726","Syb","unc-13","PPI: Hybrigenics two-hybrid",".4084",".338"
"FBgn0003660","FBgn0035965","Syb","Use1","PPI: Flybase Curated PPI|PPI: From other databases","-","-"
"FBgn0003660","FBgn0266186","Syb","Vamp7","PPI: Flybase Curated PPI|PPI: From other databases",".7812","-"
"FBgn0003660","FBgn0261049","Syb","Vps45","PPI: DPiM coAP complex",".1267",".322"
"FBgn0003660","FBgn0260858","Syb","Ykt6","PPI: Flybase Curated PPI|PPI: From other databases","-","-"
"FBgn0003660","FBgn0031216","Syb","Zir","PPI: Hybrigenics two-hybrid",".6368",".237"
"FBgn0035540","FBgn0003660","Syx17","Syb","PPI: DPiM coAP complex",".3919","-"
"FBgn0013343","FBgn0011708","Syx1A","Syx5","PPI: DPiM coAP complex","-.4029","-"
"FBgn0011708","FBgn0250791","Syx5","alphaSnap","PPI: Flybase Curated PPI|PPI: From other databases",".1393",".617"
"FBgn0011708","FBgn0260857","Syx5","Bet1","PPI: Flybase Curated PPI|PPI: From other databases",".6542",".29"
"FBgn0011708","FBgn0037383","Syx5","CG2023","PPI: Flybase Curated PPI|PPI: From other databases","-","-"
"FBgn0011708","FBgn0266721","Syx5","gammaSnap2","PPI: Flybase Curated PPI|PPI: From other databases","-","-"
"FBgn0011708","FBgn0044871","Syx5","Gos28","PPI: Flybase Curated PPI|PPI: From other databases",".452",".739"
"FBgn0011708","FBgn0264816","Syx5","koko","PPI: Flybase Curated PPI|PPI: From other databases","-","-"
"FBgn0011708","FBgn0266464","Syx5","Nsf2","PPI: Flybase Curated PPI|PPI: From other databases",".1546",".31"
"FBgn0011708","FBgn0260855","Syx5","Sec22","PPI: Flybase Curated PPI|PPI: From other databases",".5516",".624"
"FBgn0011708","FBgn0264978","Syx5","Slh","PPI: Flybase Curated PPI|PPI: From other databases",".4073",".766"
"FBgn0011708","FBgn0266720","Syx5","Snap24","PPI: Flybase Curated PPI|PPI: From other databases","-.3358",".317"
"FBgn0011708","FBgn0034913","Syx5","Snap29","PPI: Flybase Curated PPI|PPI: From other databases",".0811","-"
"FBgn0011708","FBgn0036341","Syx5","Syx13","PPI: Flybase Curated PPI|PPI: From other databases",".3221",".364"
"FBgn0011708","FBgn0031106","Syx5","Syx16","PPI: Flybase Curated PPI|PPI: From other databases","-","-"
"FBgn0011708","FBgn0039212","Syx5","Syx18","PPI: Flybase Curated PPI|PPI: From other databases","-","-"
"FBgn0011708","FBgn0011708","Syx5","Syx5","PPI: Flybase Curated PPI","-","-"
"FBgn0011708","FBgn0267849","Syx5","Syx7","PPI: Flybase Curated PPI|PPI: From other databases",".3458",".442"
"FBgn0011708","FBgn0035965","Syx5","Use1","PPI: Flybase Curated PPI|PPI: From other databases","-","-"
"FBgn0011708","FBgn0266186","Syx5","Vamp7","PPI: Flybase Curated PPI|PPI: From other databases","-","-"
"FBgn0011708","FBgn0260862","Syx5","Vti1a","PPI: Flybase Curated PPI|PPI: From other databases",".3515",".387"
"FBgn0011708","FBgn0260858","Syx5","Ykt6","PPI: Flybase Curated PPI|PPI: From other databases",".1198",".508"
"FBgn0036643","FBgn0003660","Syx8","Syb","PPI: DPiM coAP complex",".0871","-"
"FBgn0036643","FBgn0011708","Syx8","Syx5","PPI: DPiM coAP complex",".3932","-"
"FBgn0003687","FBgn0025456","Tbp","CREG","PPI: Flybase Curated PPI|PPI: From other databases","-.1902",".237"
"FBgn0037766","FBgn0003660","Teh1","Syb","PPI: DPiM coAP complex","-.28","-"
"FBgn0031321","FBgn0003231","Tgt","ref(2)P","PPI: DPiM coAP complex","-.334","-"
"FBgn0010416","FBgn0003231","TH1","ref(2)P","PPI: DPiM coAP complex","-.154","-"
"FBgn0035110","FBgn0003231","thoc7","ref(2)P","PPI: DPiM coAP complex","-.0804","-"
"FBgn0003716","FBgn0003231","tkv","ref(2)P","PPI: DPiM coAP complex",".0849","-"
"FBgn0037828","FBgn0015797","tomboy20","Rab6","PPI: DPiM coAP complex","-.3771","-"
"FBgn0037828","FBgn0003231","tomboy20","ref(2)P","PPI: DPiM coAP complex",".0197","-"
"FBgn0010423","FBgn0003660","TpnC47D","Syb","PPI: Finley lab two-hybrid|PPI: Hybrigenics two-hybrid","-.4563","-"
"FBgn0026319","FBgn0027594","Traf4","drpr","PPI: Flybase Curated PPI|PPI: From other databases","-","-"
"FBgn0032075","FBgn0015797","Tsp29Fb","Rab6","PPI: DPiM coAP complex","-.1417","-"
"FBgn0032075","FBgn0003660","Tsp29Fb","Syb","PPI: DPiM coAP complex","-.4174","-"
"FBgn0035786","FBgn0003231","Tsp66A","ref(2)P","PPI: DPiM coAP complex",".2","-"
"FBgn0031263","FBgn0015797","Tspo","Rab6","PPI: DPiM coAP complex","-.3006","-"
"FBgn0010288","FBgn0028515","Uch","EndoGI","PPI: Flybase Curated PPI|PPI: From other databases","-","-"
"FBgn0031758","FBgn0003231","Ucp4B","ref(2)P","PPI: DPiM coAP complex",".2379","-"
"FBgn0039025","FBgn0003231","Usp12-46","ref(2)P","PPI: DPiM coAP complex","-.0208","-"
"FBgn0035942","FBgn0003231","ValRS-m","ref(2)P","PPI: DPiM coAP complex","-.0426","-"
"FBgn0038613","FBgn0003231","Vha100-4","ref(2)P","PPI: DPiM coAP complex","-.0091","-"
"FBgn0014411","FBgn0015794","Vps26","Rab18","PPI: Flybase Curated PPI|PPI: From other databases","-","-"
"FBgn0014411","FBgn0015797","Vps26","Rab6","PPI: Flybase Curated PPI|PPI: From other databases",".287",".333"
"FBgn0031310","FBgn0003231","Vps29","ref(2)P","PPI: DPiM coAP complex",".1003","-"
"FBgn0037299","FBgn0015794","Vps37B","Rab18","PPI: DPiM coAP complex",".4711","-"
"FBgn0034380","FBgn0002524","Vps51","lace","PPI: DPiM coAP complex",".0043","-"
"FBgn0260862","FBgn0028552","Vti1a","gammaSnap1","PPI: DPiM coAP complex",".2332","-"
"FBgn0260862","FBgn0003660","Vti1a","Syb","PPI: DPiM coAP complex",".1133","-"
"FBgn0027518","FBgn0028515","Wdr24","EndoGI","PPI: DPiM coAP complex","-.0007","-"
"FBgn0036141","FBgn0003660","wls","Syb","PPI: DPiM coAP complex",".3249","-"
"FBgn0021875","FBgn0003231","Zfrp8","ref(2)P","PPI: DPiM coAP complex","-.2873","-"
"FBgn0004643","FBgn0015794","Zw10","Rab18","PPI: Flybase Curated PPI|PPI: From other databases","-","-"
